cnt,label,session_id,user_id,createdAt,updatedAt
9,Counselling,96266,72974,2020-06-09,2020-06-09
2,Enquiry,96108,72827,2020-06-08,2020-06-08
4,Counselling,95727,72486,2020-06-07,2020-06-07
4,Counselling,95641,72405,2020-06-06,2020-06-06
1,Enquiry,95512,72284,2020-06-06,2020-06-06
25,Counselling,95540,72310,2020-06-06,2020-06-06
43,Counselling,95570,17438,2020-06-06,2020-06-06
1,Enquiry,95619,72384,2020-06-06,2020-06-06
9,Counselling,95464,72249,2020-06-05,2020-06-05
3,Enquiry,95459,72244,2020-06-05,2020-06-05
4,Counselling,94938,71759,2020-06-04,2020-06-04
7,Counselling,95185,71986,2020-06-04,2020-06-04
6,Counselling,94367,71168,2020-06-03,2020-06-03
5,Counselling,94353,71153,2020-06-03,2020-06-03
5,Counselling,91487,68207,2020-06-02,2020-06-02
14,Counselling,91572,68307,2020-06-02,2020-06-02
2,Enquiry,79117,55365,2020-06-02,2020-06-02
7,Counselling,90926,67645,2020-06-01,2020-06-01
8,Counselling,90176,66894,2020-06-01,2020-06-01
4,Counselling,981,894,2020-06-01,2020-06-01
1,Enquiry,88027,64698,2020-05-31,2020-05-31
30,Counselling,88295,64958,2020-05-31,2020-05-31
2,Enquiry,88540,65210,2020-05-31,2020-05-31
1,Enquiry,83752,60209,2020-05-28,2020-05-28
7,Counselling,35342,31826,2020-05-28,2020-05-28
5,Counselling,84762,61296,2020-05-28,2020-05-28
19,Counselling,85210,61772,2020-05-28,2020-05-28
2,Enquiry,81574,57934,2020-05-27,2020-05-27
3,Enquiry,82931,59327,2020-05-27,2020-05-27
7,Counselling,82935,59331,2020-05-27,2020-05-27
2,Enquiry,79579,55854,2020-05-26,2020-05-26
10,Counselling,80816,57159,2020-05-26,2020-05-26
1,Enquiry,79117,55365,2020-05-26,2020-05-26
22,Counselling,77244,53429,2020-05-25,2020-05-25
3,Enquiry,78233,54460,2020-05-25,2020-05-25
16,Counselling,76050,52175,2020-05-24,2020-05-24
7,Counselling,74913,50991,2020-05-24,2020-05-24
13,Counselling,75349,51445,2020-05-24,2020-05-24
8,Counselling,74060,50101,2020-05-23,2020-05-23
9,Counselling,74508,50560,2020-05-23,2020-05-23
4,Counselling,74812,50884,2020-05-23,2020-05-23
4,Counselling,73762,49795,2020-05-23,2020-05-23
1,Enquiry,74051,50092,2020-05-23,2020-05-23
17,Counselling,73070,49073,2020-05-22,2020-05-22
15,Counselling,73430,49441,2020-05-22,2020-05-22
7,Counselling,71867,47831,2020-05-22,2020-05-22
8,Counselling,71480,47428,2020-05-21,2020-05-21
15,Counselling,69548,45397,2020-05-20,2020-05-20
1,Enquiry,66968,42683,2020-05-19,2020-05-19
1,Enquiry,67032,42756,2020-05-19,2020-05-19
11,Counselling,38576,35393,2020-05-19,2020-05-19
20,Counselling,38567,35381,2020-05-19,2020-05-19
2,Enquiry,66818,42520,2020-05-19,2020-05-19
9,Counselling,38567,35381,2020-05-18,2020-05-18
1,Enquiry,38576,35393,2020-05-18,2020-05-18
10,Counselling,38310,35090,2020-05-18,2020-05-18
3,Enquiry,36047,32483,2020-05-17,2020-05-17
5,Counselling,36082,32516,2020-05-17,2020-05-17
4,Counselling,36188,32610,2020-05-17,2020-05-17
6,Counselling,36040,32476,2020-05-16,2020-05-16
2,Enquiry,35706,32167,2020-05-15,2020-05-15
14,Counselling,35796,32246,2020-05-15,2020-05-15
14,Counselling,35508,31971,2020-05-14,2020-05-14
2,Enquiry,35225,31723,2020-05-14,2020-05-14
2,Enquiry,35526,31993,2020-05-14,2020-05-14
4,Counselling,35342,31826,2020-05-14,2020-05-14
3,Enquiry,35437,31902,2020-05-14,2020-05-14
7,Counselling,35481,31942,2020-05-14,2020-05-14
1,Enquiry,34924,31439,2020-05-13,2020-05-13
12,Counselling,35052,31559,2020-05-13,2020-05-13
3,Enquiry,35083,31588,2020-05-13,2020-05-13
9,Counselling,34627,31167,2020-05-12,2020-05-12
3,Enquiry,34740,31271,2020-05-12,2020-05-12
6,Counselling,34488,31049,2020-05-12,2020-05-12
6,Counselling,34518,31073,2020-05-12,2020-05-12
4,Counselling,34595,31136,2020-05-12,2020-05-12
10,Counselling,34050,30635,2020-05-11,2020-05-11
2,Enquiry,33984,30573,2020-05-11,2020-05-11
1,Enquiry,34005,30594,2020-05-11,2020-05-11
13,Counselling,33872,30470,2020-05-10,2020-05-10
4,Counselling,33894,30492,2020-05-10,2020-05-10
25,Counselling,33590,30202,2020-05-08,2020-05-08
7,Counselling,33132,29779,2020-05-07,2020-05-07
2,Enquiry,1598,1401,2020-05-07,2020-05-07
38,Counselling,31948,28632,2020-05-04,2020-05-04
6,Counselling,31980,28665,2020-05-04,2020-05-04
35,Counselling,31997,28685,2020-05-04,2020-05-04
2,Enquiry,31890,28568,2020-05-04,2020-05-04
8,Counselling,31919,28602,2020-05-04,2020-05-04
2,Enquiry,31607,28303,2020-05-03,2020-05-03
7,Counselling,31647,28342,2020-05-03,2020-05-03
17,Counselling,31495,28198,2020-05-02,2020-05-02
11,Counselling,31537,28236,2020-05-02,2020-05-02
9,Counselling,31560,28260,2020-05-02,2020-05-02
19,Counselling,31571,28270,2020-05-02,2020-05-02
1,Enquiry,31494,28197,2020-05-02,2020-05-02
13,Counselling,31604,28298,2020-05-02,2020-05-02
7,Counselling,31274,28004,2020-05-01,2020-05-01
15,Counselling,31302,28030,2020-05-01,2020-05-01
19,Counselling,30993,17521,2020-05-01,2020-05-01
4,Counselling,30905,27670,2020-04-30,2020-04-30
5,Counselling,30993,17521,2020-04-30,2020-04-30
6,Counselling,31066,27830,2020-04-30,2020-04-30
2,Enquiry,981,894,2020-04-30,2020-04-30
12,Counselling,31269,28000,2020-04-30,2020-04-30
7,Counselling,30570,27378,2020-04-28,2020-04-28
4,Counselling,30575,27383,2020-04-28,2020-04-28
7,Counselling,981,894,2020-04-28,2020-04-28
23,Counselling,30154,27008,2020-04-27,2020-04-27
2,Enquiry,2261,2040,2020-04-27,2020-04-27
6,Counselling,30084,26955,2020-04-27,2020-04-27
1,Enquiry,1598,1401,2020-04-27,2020-04-27
2,Enquiry,30123,26985,2020-04-27,2020-04-27
24,Counselling,2121,1897,2020-04-26,2020-04-26
17,Counselling,2130,1905,2020-04-26,2020-04-26
16,Counselling,2118,1894,2020-04-26,2020-04-26
20,Counselling,2119,1895,2020-04-26,2020-04-26
8,Counselling,1869,1649,2020-04-25,2020-04-25
3,Enquiry,1981,1760,2020-04-25,2020-04-25
6,Counselling,1835,1612,2020-04-24,2020-04-24
6,Counselling,1645,1443,2020-04-24,2020-04-24
2,Enquiry,1664,1459,2020-04-24,2020-04-24
2,Enquiry,1674,1469,2020-04-24,2020-04-24
14,Counselling,1598,1401,2020-04-24,2020-04-24
1,Enquiry,1790,1568,2020-04-24,2020-04-24
6,Counselling,1441,1273,2020-04-24,2020-04-24
3,Enquiry,1441,1273,2020-04-23,2020-04-27
7,Counselling,1593,1396,2020-04-23,2020-04-23
5,Counselling,980,893,2020-04-23,2020-04-27
26,Counselling,1598,1401,2020-04-23,2020-04-23
6,Counselling,1456,1287,2020-04-23,2020-04-27
2,Enquiry,1372,1218,2020-04-22,2020-04-27
1,Enquiry,1424,1257,2020-04-22,2020-04-27
3,Enquiry,1425,1258,2020-04-22,2020-04-27
1,Enquiry,1172,1055,2020-04-21,2020-04-27
1,Enquiry,1236,1107,2020-04-21,2020-04-27
10,Counselling,1165,1049,2020-04-21,2020-04-27
2,Enquiry,900,822,2020-04-20,2020-04-27
13,Counselling,1116,1007,2020-04-20,2020-04-27
1,Enquiry,980,893,2020-04-20,2020-04-27
13,Counselling,1130,1019,2020-04-20,2020-04-27
21,Counselling,981,894,2020-04-20,2020-04-27
1,Enquiry,983,896,2020-04-20,2020-04-27
7,Counselling,900,822,2020-04-19,2020-04-27
1,Enquiry,925,842,2020-04-19,2020-04-19
7,Counselling,970,880,2020-04-19,2020-04-27
11,Counselling,925,842,2020-04-19,2020-04-27
1,Enquiry,840,766,2020-04-18,2020-04-27
1,Enquiry,841,767,2020-04-18,2020-04-27
17,Counselling,900,822,2020-04-18,2020-04-27
1,Enquiry,830,755,2020-04-17,2020-04-27
4,Counselling,831,756,2020-04-17,2020-04-27
11,Counselling,796,727,2020-04-17,2020-04-27
2,Enquiry,833,758,2020-04-17,2020-04-27
1,Enquiry,815,743,2020-04-17,2020-04-27
7,Counselling,835,760,2020-04-17,2020-04-27
1,Enquiry,829,754,2020-04-17,2020-04-17
6,Counselling,829,754,2020-04-17,2020-04-27
8,Counselling,839,765,2020-04-17,2020-04-27
3,Enquiry,695,638,2020-04-16,2020-04-27
3,Enquiry,12119,17521,2020-04-16,2020-04-27
1,Enquiry,12120,17522,2020-04-16,2020-04-27
1,Enquiry,12121,17523,2020-04-16,2020-04-27
2,Enquiry,1116,1007,2020-04-16,2020-04-27
1,Enquiry,12118,17520,2020-04-15,2020-04-27
19,Counselling,12116,17518,2020-04-15,2020-04-27
16,Counselling,12117,17519,2020-04-15,2020-04-27
1,Enquiry,12113,17515,2020-04-14,2020-04-27
19,Counselling,12114,17516,2020-04-14,2020-04-27
2,Enquiry,12115,17517,2020-04-14,2020-04-27
5,Counselling,12112,17514,2020-04-13,2020-04-27
4,Counselling,12111,17513,2020-04-12,2020-04-27
2,Enquiry,12109,17511,2020-04-11,2020-04-27
7,Counselling,12110,17512,2020-04-11,2020-04-27
15,Counselling,12108,17510,2020-04-11,2020-04-27
2,Enquiry,12107,17509,2020-04-10,2020-04-27
2,Enquiry,980,893,2020-04-09,2020-04-27
3,Enquiry,12089,17500,2020-04-09,2020-04-27
3,Enquiry,2261,2040,2020-04-09,2020-04-27
15,Counselling,12094,17502,2020-04-08,2020-04-27
6,Counselling,12096,17504,2020-04-08,2020-04-27
1,Enquiry,12098,17506,2020-04-08,2020-04-27
1,Enquiry,980,893,2020-04-08,2020-04-27
1,Enquiry,12100,17507,2020-04-08,2020-04-27
1,Enquiry,12092,17501,2020-04-08,2020-04-27
1,Enquiry,12085,17498,2020-04-07,2020-04-27
1,Enquiry,12087,17499,2020-04-07,2020-04-27
6,Counselling,12089,17500,2020-04-07,2020-04-27
1,Enquiry,980,893,2020-04-06,2020-04-27
1,Enquiry,11995,17457,2020-04-06,2020-04-27
2,Enquiry,12081,17496,2020-04-06,2020-04-27
10,Counselling,12083,17497,2020-04-06,2020-04-27
18,Counselling,12074,17494,2020-04-05,2020-04-27
1,Enquiry,12076,17495,2020-04-05,2020-04-27
3,Enquiry,12069,17492,2020-04-04,2020-04-27
1,Enquiry,12071,17493,2020-04-04,2020-04-27
15,Counselling,11871,17397,2020-04-04,2020-04-27
6,Counselling,11995,17457,2020-04-03,2020-04-27
4,Counselling,12065,17490,2020-04-03,2020-04-27
2,Enquiry,12067,17491,2020-04-03,2020-04-27
4,Counselling,12060,17488,2020-04-02,2020-04-27
1,Enquiry,980,893,2020-04-02,2020-04-27
5,Counselling,12062,17489,2020-04-02,2020-04-27
4,Counselling,12053,17485,2020-04-02,2020-04-27
6,Counselling,12055,17486,2020-04-02,2020-04-27
8,Counselling,12057,17487,2020-04-02,2020-04-27
1,Enquiry,11994,17456,2020-04-01,2020-04-27
10,Counselling,12046,17481,2020-04-01,2020-04-27
2,Enquiry,12047,17482,2020-04-01,2020-04-27
2,Enquiry,12049,17483,2020-04-01,2020-04-27
1,Enquiry,12043,17480,2020-03-31,2020-04-27
20,Counselling,12035,17476,2020-03-31,2020-04-27
5,Counselling,12037,17477,2020-03-31,2020-04-27
7,Counselling,12039,17478,2020-03-31,2020-04-27
35,Counselling,12041,17479,2020-03-31,2020-04-27
46,Counselling,12028,17474,2020-03-30,2020-04-27
5,Counselling,12032,17475,2020-03-30,2020-04-27
1,Enquiry,12020,17471,2020-03-30,2020-04-27
6,Counselling,12024,17472,2020-03-29,2020-04-27
9,Counselling,12026,17473,2020-03-29,2020-04-27
3,Enquiry,981,894,2020-03-29,2020-04-27
1,Enquiry,12018,17470,2020-03-28,2020-04-27
32,Counselling,12020,17471,2020-03-28,2020-04-27
1,Enquiry,12016,17469,2020-03-27,2020-04-27
15,Counselling,12014,17468,2020-03-27,2020-04-27
3,Enquiry,12007,17465,2020-03-26,2020-04-27
1,Enquiry,12012,17467,2020-03-26,2020-04-27
12,Counselling,11997,17458,2020-03-25,2020-04-27
1,Enquiry,12007,17465,2020-03-25,2020-04-27
4,Counselling,11990,17454,2020-03-25,2020-04-27
5,Counselling,11999,17460,2020-03-25,2020-04-27
3,Enquiry,11984,17450,2020-03-25,2020-04-27
1,Enquiry,12009,17466,2020-03-25,2020-04-27
14,Counselling,11991,17455,2020-03-25,2020-04-27
1,Enquiry,12001,17461,2020-03-25,2020-04-27
7,Counselling,11986,17451,2020-03-25,2020-04-27
2,Enquiry,11994,17456,2020-03-25,2020-04-27
1,Enquiry,12003,17462,2020-03-25,2020-04-27
2,Enquiry,11988,17452,2020-03-25,2020-04-27
1,Enquiry,11995,17457,2020-03-25,2020-04-27
5,Counselling,12005,17463,2020-03-25,2020-04-27
6,Counselling,11989,17453,2020-03-25,2020-04-27
5,Counselling,11982,17449,2020-03-24,2020-04-27
1,Enquiry,11976,17446,2020-03-24,2020-04-27
2,Enquiry,11978,17447,2020-03-24,2020-04-27
11,Counselling,11980,17448,2020-03-24,2020-04-27
2,Enquiry,981,894,2020-03-23,2020-04-27
1,Enquiry,11967,17443,2020-03-22,2020-04-27
6,Counselling,11969,17444,2020-03-22,2020-04-27
1,Enquiry,11971,17445,2020-03-22,2020-04-27
10,Counselling,981,894,2020-03-22,2020-04-27
37,Counselling,11964,17442,2020-03-21,2020-04-27
76,Counselling,11955,17438,2020-03-21,2020-04-27
6,Counselling,11959,17439,2020-03-21,2020-04-27
29,Counselling,11961,17441,2020-03-21,2020-04-27
14,Counselling,11952,17437,2020-03-20,2020-04-27
4,Counselling,11950,17436,2020-03-20,2020-04-27
2,Enquiry,11945,17434,2020-03-19,2020-04-27
11,Counselling,11947,17435,2020-03-19,2020-04-27
1,Enquiry,11875,17399,2020-03-19,2020-04-27
7,Counselling,11942,17432,2020-03-18,2020-04-27
2,Enquiry,11875,17399,2020-03-18,2020-04-27
5,Counselling,11937,17430,2020-03-17,2020-04-27
8,Counselling,11939,17431,2020-03-17,2020-04-27
1,Enquiry,11933,17428,2020-03-16,2020-04-27
14,Counselling,11935,17429,2020-03-16,2020-04-27
9,Counselling,11931,17427,2020-03-15,2020-04-27
21,Counselling,11927,17425,2020-03-15,2020-04-27
8,Counselling,11927,17425,2020-03-14,2020-04-27
8,Counselling,11929,17426,2020-03-14,2020-04-27
1,Enquiry,11919,17421,2020-03-13,2020-04-27
1,Enquiry,11875,17399,2020-03-13,2020-04-27
17,Counselling,11922,17422,2020-03-13,2020-04-27
1,Enquiry,11915,17419,2020-03-13,2020-04-27
2,Enquiry,11924,17424,2020-03-13,2020-04-27
12,Counselling,11917,17420,2020-03-13,2020-04-27
9,Counselling,981,894,2020-03-13,2020-04-27
4,Counselling,11911,17417,2020-03-12,2020-04-27
3,Enquiry,11913,17418,2020-03-12,2020-04-27
1,Enquiry,11907,17415,2020-03-12,2020-04-27
1,Enquiry,11909,17416,2020-03-12,2020-04-27
1,Enquiry,11875,17399,2020-03-11,2020-04-27
13,Counselling,11905,17414,2020-03-11,2020-04-27
15,Counselling,11902,17412,2020-03-10,2020-04-27
5,Counselling,11900,17411,2020-03-09,2020-04-27
15,Counselling,11895,17409,2020-03-08,2020-04-27
5,Counselling,11897,17410,2020-03-08,2020-04-27
5,Counselling,1441,1273,2020-03-07,2020-04-27
2,Enquiry,11884,17404,2020-03-06,2020-04-27
1,Enquiry,11850,17387,2020-03-06,2020-04-27
1,Enquiry,11887,17405,2020-03-06,2020-04-27
3,Enquiry,11889,17406,2020-03-06,2020-04-27
2,Enquiry,11850,17387,2020-03-05,2020-04-27
1,Enquiry,11881,17403,2020-03-05,2020-04-27
1,Enquiry,11875,17399,2020-03-04,2020-04-27
7,Counselling,11877,17400,2020-03-04,2020-04-27
2,Enquiry,11879,17401,2020-03-04,2020-04-27
1,Enquiry,11873,17398,2020-03-03,2020-04-27
1,Enquiry,11850,17387,2020-03-03,2020-04-27
1,Enquiry,11867,17395,2020-03-03,2020-04-27
3,Enquiry,11869,17396,2020-03-03,2020-04-27
6,Counselling,11871,17397,2020-03-03,2020-04-27
45,Counselling,11860,17391,2020-03-02,2020-04-27
1,Enquiry,11862,17393,2020-03-02,2020-04-27
2,Enquiry,11864,17394,2020-03-02,2020-04-27
26,Counselling,11855,17389,2020-03-01,2020-04-27
14,Counselling,11858,17390,2020-03-01,2020-04-27
11,Counselling,981,894,2020-03-01,2020-04-27
43,Counselling,11849,17386,2020-02-28,2020-04-27
3,Enquiry,11850,17387,2020-02-28,2020-04-27
20,Counselling,11852,17388,2020-02-28,2020-04-27
6,Counselling,11845,17383,2020-02-28,2020-04-27
6,Counselling,11847,17384,2020-02-28,2020-04-27
10,Counselling,11839,17380,2020-02-27,2020-04-27
1,Enquiry,11841,17381,2020-02-27,2020-04-27
3,Enquiry,11843,17382,2020-02-27,2020-04-27
2,Enquiry,11835,17378,2020-02-27,2020-04-27
1,Enquiry,11837,17379,2020-02-27,2020-04-27
1,Enquiry,11820,17370,2020-02-26,2020-04-27
7,Counselling,11831,17375,2020-02-26,2020-04-27
7,Counselling,981,894,2020-02-26,2020-04-27
15,Counselling,11833,17376,2020-02-26,2020-04-27
13,Counselling,11824,17372,2020-02-26,2020-04-27
4,Counselling,11827,17373,2020-02-26,2020-04-27
1,Enquiry,11829,17374,2020-02-26,2020-04-27
4,Counselling,11811,17363,2020-02-25,2020-04-27
1,Enquiry,11803,17358,2020-02-25,2020-04-27
3,Enquiry,11813,17364,2020-02-25,2020-04-27
12,Counselling,11805,17359,2020-02-25,2020-04-27
2,Enquiry,11815,17365,2020-02-25,2020-04-27
3,Enquiry,11807,17360,2020-02-25,2020-04-27
9,Counselling,11817,17367,2020-02-25,2020-04-27
1,Enquiry,11809,17362,2020-02-25,2020-04-27
2,Enquiry,11819,17369,2020-02-25,2020-04-27
1,Enquiry,11794,17355,2020-02-24,2020-04-27
1,Enquiry,11787,17350,2020-02-24,2020-04-27
3,Enquiry,11769,17342,2020-02-24,2020-04-27
3,Enquiry,11789,17351,2020-02-24,2020-04-27
6,Counselling,11797,17356,2020-02-24,2020-04-27
3,Enquiry,11791,17352,2020-02-24,2020-04-27
15,Counselling,11762,17340,2020-02-24,2020-04-27
3,Enquiry,11792,17353,2020-02-24,2020-04-27
9,Counselling,11801,17357,2020-02-24,2020-04-27
7,Counselling,11785,17349,2020-02-24,2020-04-27
17,Counselling,11775,17344,2020-02-23,2020-04-27
26,Counselling,11777,17345,2020-02-23,2020-04-27
4,Counselling,11780,17346,2020-02-23,2020-04-27
6,Counselling,11782,17348,2020-02-23,2020-04-27
98,Counselling,11762,17340,2020-02-22,2020-04-27
7,Counselling,11769,17342,2020-02-22,2020-04-27
1,Enquiry,11773,17343,2020-02-22,2020-04-27
1,Enquiry,11765,17341,2020-02-21,2020-04-27
1,Enquiry,11760,17339,2020-02-21,2020-04-27
59,Counselling,11762,17340,2020-02-21,2020-04-27
1,Enquiry,11754,17336,2020-02-20,2020-04-27
12,Counselling,11756,17337,2020-02-20,2020-04-27
1,Enquiry,11758,17338,2020-02-20,2020-04-27
4,Counselling,11750,17334,2020-02-20,2020-04-27
10,Counselling,11752,17335,2020-02-20,2020-04-27
1,Enquiry,11744,17331,2020-02-19,2020-04-27
2,Enquiry,11630,17280,2020-02-19,2020-04-27
2,Enquiry,11618,17273,2020-02-19,2020-04-27
1,Enquiry,11690,17306,2020-02-19,2020-04-27
14,Counselling,11748,17332,2020-02-19,2020-04-27
1,Enquiry,11740,17329,2020-02-19,2020-04-27
21,Counselling,11742,17330,2020-02-19,2020-04-27
9,Counselling,11728,17323,2020-02-18,2020-04-27
1,Enquiry,11730,17325,2020-02-18,2020-04-27
1,Enquiry,11732,17326,2020-02-18,2020-04-27
1,Enquiry,11734,17327,2020-02-18,2020-04-27
16,Counselling,11736,17328,2020-02-18,2020-04-27
3,Enquiry,11661,17292,2020-02-17,2020-04-27
8,Counselling,11719,17320,2020-02-17,2020-04-27
3,Enquiry,11711,17315,2020-02-17,2020-04-27
4,Counselling,11626,17277,2020-02-17,2020-04-27
3,Enquiry,11713,17317,2020-02-17,2020-04-27
5,Counselling,11723,17321,2020-02-17,2020-04-27
3,Enquiry,11715,17318,2020-02-17,2020-04-27
3,Enquiry,11726,17322,2020-02-17,2020-04-27
10,Counselling,11708,17314,2020-02-17,2020-04-27
4,Counselling,11717,17319,2020-02-17,2020-04-27
4,Counselling,11701,17311,2020-02-16,2020-04-27
2,Enquiry,11703,17312,2020-02-16,2020-04-27
22,Counselling,11705,17313,2020-02-16,2020-04-27
5,Counselling,11697,17309,2020-02-15,2020-04-27
6,Counselling,11699,17310,2020-02-15,2020-04-27
2,Enquiry,11630,17280,2020-02-14,2020-04-27
1,Enquiry,11693,17307,2020-02-14,2020-04-27
1,Enquiry,11687,17305,2020-02-14,2020-04-27
28,Counselling,11695,17308,2020-02-14,2020-04-27
1,Enquiry,11622,17275,2020-02-14,2020-04-27
2,Enquiry,11690,17306,2020-02-14,2020-04-27
2,Enquiry,11682,17302,2020-02-13,2020-04-27
3,Enquiry,11663,17293,2020-02-13,2020-04-27
1,Enquiry,11675,17299,2020-02-13,2020-04-27
9,Counselling,11630,17280,2020-02-13,2020-04-27
1,Enquiry,11684,17304,2020-02-13,2020-04-27
5,Counselling,11666,17294,2020-02-13,2020-04-27
5,Counselling,11677,17300,2020-02-13,2020-04-27
26,Counselling,11652,17290,2020-02-13,2020-04-27
3,Enquiry,11669,17295,2020-02-13,2020-04-27
11,Counselling,11679,17301,2020-02-13,2020-04-27
4,Counselling,11622,17275,2020-02-13,2020-04-27
18,Counselling,11672,17296,2020-02-13,2020-04-27
15,Counselling,11645,17287,2020-02-13,2020-04-27
19,Counselling,11661,17292,2020-02-13,2020-04-27
2,Enquiry,11674,17298,2020-02-13,2020-04-27
1,Enquiry,11649,17289,2020-02-13,2020-04-27
4,Counselling,11641,17285,2020-02-12,2020-04-27
1,Enquiry,11622,17275,2020-02-12,2020-04-27
2,Enquiry,11633,17282,2020-02-12,2020-04-27
4,Counselling,11643,17286,2020-02-12,2020-04-27
1,Enquiry,11624,17276,2020-02-12,2020-04-27
3,Enquiry,11636,17283,2020-02-12,2020-04-27
12,Counselling,11645,17287,2020-02-12,2020-04-27
5,Counselling,11626,17277,2020-02-12,2020-04-27
3,Enquiry,11638,17284,2020-02-12,2020-04-27
1,Enquiry,11647,17288,2020-02-12,2020-04-27
2,Enquiry,11628,17278,2020-02-12,2020-04-27
3,Enquiry,11618,17273,2020-02-12,2020-04-27
1,Enquiry,11630,17280,2020-02-12,2020-04-27
1,Enquiry,11613,17270,2020-02-11,2020-04-27
2,Enquiry,11603,17266,2020-02-11,2020-04-27
1,Enquiry,11615,17271,2020-02-11,2020-04-27
14,Counselling,11304,17114,2020-02-11,2020-04-27
24,Counselling,11606,17267,2020-02-11,2020-04-27
1,Enquiry,11616,17272,2020-02-11,2020-04-27
20,Counselling,11596,17262,2020-02-11,2020-04-27
38,Counselling,11608,17268,2020-02-11,2020-04-27
1,Enquiry,11618,17273,2020-02-11,2020-04-27
10,Counselling,11598,17264,2020-02-11,2020-04-27
1,Enquiry,11611,17269,2020-02-11,2020-04-27
5,Counselling,11620,17274,2020-02-11,2020-04-27
1,Enquiry,11600,17265,2020-02-11,2020-04-27
1,Enquiry,11593,17261,2020-02-10,2020-04-27
1,Enquiry,11585,17257,2020-02-10,2020-04-27
1,Enquiry,11587,17258,2020-02-10,2020-04-27
1,Enquiry,11589,17259,2020-02-10,2020-04-27
1,Enquiry,11581,17255,2020-02-10,2020-04-27
2,Enquiry,11591,17260,2020-02-10,2020-04-27
1,Enquiry,11583,17256,2020-02-10,2020-04-27
2,Enquiry,11577,17253,2020-02-09,2020-04-27
2,Enquiry,11579,17254,2020-02-09,2020-04-27
6,Counselling,11575,17251,2020-02-06,2020-04-27
2,Enquiry,11557,17241,2020-02-06,2020-04-27
14,Counselling,11566,17247,2020-02-06,2020-04-27
2,Enquiry,11549,17236,2020-02-06,2020-04-27
4,Counselling,11559,17242,2020-02-06,2020-04-27
2,Enquiry,11569,17248,2020-02-06,2020-04-27
2,Enquiry,11551,17238,2020-02-06,2020-04-27
4,Counselling,11561,17243,2020-02-06,2020-04-27
11,Counselling,11571,17249,2020-02-06,2020-04-27
2,Enquiry,11553,17239,2020-02-06,2020-04-27
5,Counselling,11563,17244,2020-02-06,2020-04-27
7,Counselling,11573,17250,2020-02-06,2020-04-27
2,Enquiry,11555,17240,2020-02-06,2020-04-27
9,Counselling,11565,17246,2020-02-06,2020-04-27
5,Counselling,11547,17235,2020-02-05,2020-04-27
1,Enquiry,11543,17233,2020-02-05,2020-04-27
11,Counselling,11545,17234,2020-02-05,2020-04-27
13,Counselling,11541,17232,2020-02-04,2020-04-27
30,Counselling,11541,17232,2020-02-03,2020-04-27
5,Counselling,11534,17230,2020-02-03,2020-04-27
12,Counselling,11536,17231,2020-02-03,2020-04-27
16,Counselling,11532,17229,2020-02-03,2020-04-27
1,Enquiry,11532,17229,2020-02-02,2020-04-27
14,Counselling,11530,17228,2020-01-31,2020-04-27
21,Counselling,11522,17224,2020-01-30,2020-04-27
5,Counselling,11524,17225,2020-01-30,2020-04-27
1,Enquiry,11526,17226,2020-01-30,2020-04-27
1,Enquiry,11518,17222,2020-01-30,2020-04-27
8,Counselling,11528,17227,2020-01-30,2020-04-27
18,Counselling,11520,17223,2020-01-30,2020-04-27
1,Enquiry,11512,17218,2020-01-28,2020-04-27
11,Counselling,11504,17213,2020-01-28,2020-04-27
2,Enquiry,11514,17219,2020-01-28,2020-04-27
11,Counselling,11497,17210,2020-01-28,2020-04-27
4,Counselling,11506,17215,2020-01-28,2020-04-27
13,Counselling,11516,17221,2020-01-28,2020-04-27
4,Counselling,11499,17211,2020-01-28,2020-04-27
8,Counselling,11508,17216,2020-01-28,2020-04-27
11,Counselling,11491,17208,2020-01-28,2020-04-27
15,Counselling,11510,17217,2020-01-28,2020-04-27
1,Enquiry,11502,17212,2020-01-28,2020-04-27
2,Enquiry,11471,17196,2020-01-27,2020-04-27
1,Enquiry,11497,17210,2020-01-27,2020-04-27
11,Counselling,11487,17206,2020-01-27,2020-04-27
9,Counselling,11489,17207,2020-01-27,2020-04-27
5,Counselling,11491,17208,2020-01-27,2020-04-27
4,Counselling,11493,17209,2020-01-27,2020-04-27
2,Enquiry,11483,17205,2020-01-26,2020-04-27
3,Enquiry,11481,17203,2020-01-25,2020-04-27
1,Enquiry,11479,17202,2020-01-24,2020-04-27
1,Enquiry,11477,17201,2020-01-23,2020-04-27
1,Enquiry,11467,17194,2020-01-22,2020-04-27
1,Enquiry,11469,17195,2020-01-22,2020-04-27
5,Counselling,11471,17196,2020-01-22,2020-04-27
3,Enquiry,11462,17192,2020-01-22,2020-04-27
9,Counselling,11473,17198,2020-01-22,2020-04-27
1,Enquiry,11465,17193,2020-01-22,2020-04-27
1,Enquiry,11475,17200,2020-01-22,2020-04-27
7,Counselling,11425,17174,2020-01-21,2020-04-27
4,Counselling,11460,17190,2020-01-21,2020-04-27
1,Enquiry,11448,17185,2020-01-20,2020-04-27
1,Enquiry,11450,17186,2020-01-20,2020-04-27
1,Enquiry,11451,17187,2020-01-20,2020-04-27
15,Counselling,11443,17183,2020-01-20,2020-04-27
16,Counselling,11453,17188,2020-01-20,2020-04-27
1,Enquiry,11446,17184,2020-01-20,2020-04-27
1,Enquiry,11455,17189,2020-01-20,2020-04-27
1,Enquiry,11439,17181,2020-01-19,2020-04-27
